symbol,name,exchange,isin
LORDSCHLO,Lords Chloro Alkali Limited,NSE,INE846D01012
LOTUSCHO,Lotus Chocolate Company Limited,NSE,INE026D01011
LOTUSDEV,Sri Lotus Developers and Realty Limited,NSE,INE0V9Q01010
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE,INE947I01017
LOVABLE,Lovable Lingerie Limited,NSE,INE597L01014
LOYALTEX,Loyal Textile Mills Limited,NSE,INE970D01010
LPDC,Landmark Property Development Company Limited,NSE,INE197J01017
LT,Larsen & Toubro Limited,NSE,INE018A01030
LTF,L&T Finance Limited,NSE,INE498L01015
LTFOODS,LT Foods Limited,NSE,INE818H01020
LTM,LTM Limited,NSE,INE214T01019
LTTS,L&T Technology Services Limited,NSE,INE010V01017
LUMAXIND,Lumax Industries Limited,NSE,INE162B01018
LUMAXTECH,Lumax Auto Technologies Limited,NSE,INE872H01027
LUPIN,Lupin Limited,NSE,INE326A01037
LUXIND,Lux Industries Limited,NSE,INE150G01020
LXCHEM,Laxmi Organic Industries Limited,NSE,INE576O01020
LYKALABS,Lyka Labs Limited,NSE,INE933A01014
M&M,Mahindra & Mahindra Limited,NSE,INE101A01026
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE,INE774D01024
MAANALU,Maan Aluminium Limited,NSE,INE215I01027
MACPOWER,Macpower CNC Machines Limited,NSE,INE155Z01011
MADHAV,Madhav Marbles and Granites Limited,NSE,INE925C01016
MADHAVIPL,Madhav Infra Projects Limited,NSE,INE631R01026
MADHUCON,Madhucon Projects Limited,NSE,INE378D01032
MADRASFERT,Madras Fertilizers Limited,NSE,INE414A01015
MAFATIND,Mafatlal Industries Limited,NSE,INE270B01035
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE,INE347W01011
MAGNUM,Magnum Ventures Limited,NSE,INE387I01016
MAHABANK,Bank of Maharashtra,NSE,INE457A01014
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE,INE843B01013
MAHASTEEL,Mahamaya Steel Industries Limited,NSE,INE451L01014
MAHEPC,Mahindra EPC Irrigation Limited,NSE,INE215D01010
MAHESHWARI,Maheshwari Logistics Limited,NSE,INE263W01010
MAHLIFE,Mahindra Lifespace Developers Limited,NSE,INE813A01018
MAHLOG,Mahindra Logistics Limited,NSE,INE766P01016
MAHSCOOTER,Maharashtra Scooters Limited,NSE,INE288A01013
MAHSEAMLES,Maharashtra Seamless Limited,NSE,INE271B01025
MAITHANALL,Maithan Alloys Limited,NSE,INE683C01011
MAJESAUT,Majestic Auto Limited,NSE,INE201B01022
MAKERSL,Makers Laboratories Limited,NSE,INE987A01010
MALLCOM,Mallcom (India) Limited,NSE,INE389C01015
MALUPAPER,Malu Paper Mills Limited,NSE,INE383H01017
MAMATA,Mamata Machinery Limited,NSE,INE0TO701015
MANAKALUCO,Manaksia Aluminium Company Limited,NSE,INE859Q01017
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE,INE830Q01018
MANAKSIA,Manaksia Limited,NSE,INE015D01022
MANAKSTEEL,Manaksia Steels Limited,NSE,INE824Q01011
MANALIPETC,Manali Petrochemicals Limited,NSE,INE201A01024
MANAPPURAM,Manappuram Finance Limited,NSE,INE522D01027
MANBA,Manba Finance Limited,NSE,INE939X01013
MANBRO,Manbro Industries Limited,NSE,INE348N01042
MANCREDIT,Mangal Credit and Fincorp Limited,NSE,INE545L01039
MANGALAM,Mangalam Drugs And Organics Limited,NSE,INE584F01014
MANGLMCEM,Mangalam Cement Limited,NSE,INE347A01017
MANINDS,Man Industries (India) Limited,NSE,INE993A01026
MANINFRA,Man Infraconstruction Limited,NSE,INE949H01023
MANIPALHOS,Manipal Health Enterprises Limited,NSE,INE459N01021
MANKIND,Mankind Pharma Limited,NSE,INE634S01028
MANOMAY,Manomay Tex India Limited,NSE,INE784W01015
MANORAMA,Manorama Industries Limited,NSE,INE00VM01036
MANORG,Mangalam Organics Limited,NSE,INE370D01013
MANUGRAPH,Manugraph India Limited,NSE,INE867A01022
MANYAVAR,Vedant Fashions Limited,NSE,INE825V01034
MAPMYINDIA,C.E. Info Systems Limited,NSE,INE0BV301023
MARALOVER,Maral Overseas Limited,NSE,INE882A01013
MARATHON,Marathon Nextgen Realty Limited,NSE,INE182D01020
MARICO,Marico Limited,NSE,INE196A01026
MARINE,Marine Electricals (India) Limited,NSE,INE01JE01028
MARKOLINES,Markolines Pavement Technologies Limited,NSE,INE0FW001016
MARKSANS,Marksans Pharma Limited,NSE,INE750C01026
MARSONS,Marsons Limited,NSE,INE415B01044
MARUTI,Maruti Suzuki India Limited,NSE,INE585B01010
MASFIN,MAS Financial Services Limited,NSE,INE348L01012
MASKINVEST,Mask Investments Limited,NSE,INE885F01015
MASTEK,Mastek Limited,NSE,INE759A01021
MASTERTR,Master Trust Limited,NSE,INE677D01037
MATRIMONY,Matrimony.Com Limited,NSE,INE866R01028
MAWANASUG,Mawana Sugars Limited,NSE,INE636A01039
MAXESTATES,Max Estates Limited,NSE,INE03EI01018
MAXHEALTH,Max Healthcare Institute Limited,NSE,INE027H01010
MAXIND,Max India Limited,NSE,INE0CG601016
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,INE040D01038
MAZDA,Mazda Limited,NSE,INE885E01042
MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE,INE249Z01020
MBAPL,Madhya Bharat Agro Products Limited,NSE,INE900L01028
MBEL,M & B Engineering Limited,NSE,INE08N601015
MBLINFRA,MBL Infrastructure Limited,NSE,INE912H01013
MCCHRLS-B,Mac Charles India Limited,NSE,INE435D01014
MCL,M TEK COPPER LIMITED,NSE,INE813V01022
MCLEODRUSS,Mcleod Russel India Limited,NSE,INE942G01012
MCLOUD,Magellanic Cloud Limited,NSE,INE613C01026
MCX,Multi Commodity Exchange of India Limited,NSE,INE745G01043
MEDANTA,Global Health Limited,NSE,INE474Q01031
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE,INE456Z01021
MEDICAMEQ,Medicamen Biotech Limited,NSE,INE646B01010
MEDICAPQ,Medi Caps Limited,NSE,INE442D01010
MEDICO,Medico Remedies Limited,NSE,INE630Y01024
MEDPLUS,Medplus Health Services Limited,NSE,INE804L01022
MEESHO,Meesho Limited,NSE,INE0VDM01015
MEGASTAR,Megastar Foods Limited,NSE,INE00EM01016
MEIL,Mangal Electrical Industries Limited,NSE,INE0PKD01011
MENNPIS,Menon Pistons Limited,NSE,INE650G01029
MENONBE,Menon Bearings Limited,NSE,INE071D01033
MEP,MEP Infrastructure Developers Limited,NSE,INE776I01010
MERCANTILE,Mercantile Ventures Limited,NSE,INE689O01013
MERCURYEV,Mercury Ev-Tech Limited,NSE,INE763M01028
METROBRAND,Metro Brands Limited,NSE,INE317I01021
METROGLOBL,Metroglobal Limited,NSE,INE085D01033
METROPOLIS,Metropolis Healthcare Limited,NSE,INE112L01020
MFML,Mahalaxmi Fabric Mills Limited,NSE,INE0US801024
MFSL,Max Financial Services Limited,NSE,INE180A01020
MGEL,Mangalam Global Enterprise Limited,NSE,INE0APB01032
MGL,Mahanagar Gas Limited,NSE,INE002S01010
MHLXMIRU,Mahalaxmi Rubtech Limited,NSE,INE112D01035
MHRIL,Mahindra Holidays & Resorts India Limited,NSE,INE998I01010
MICEL,MIC Electronics Limited,NSE,INE287C01037
MIDHANI,Mishra Dhatu Nigam Limited,NSE,INE099Z01011
MIDWESTLTD,Midwest Limited,NSE,INE0XAD01024
MIIL,Meghna Infracon Infrastructure Limited,NSE,INE898Q01015
MILKYMIST,Milky Mist Dairy Food Limited,NSE,INE00IT01020
MINALIND,Minal Industries Limited,NSE,INE097E01028
MINDACORP,Minda Corporation Limited,NSE,INE842C01021
MINDTECK,Mindteck (India) Limited,NSE,INE110B01017
MIRZAINT,Mirza International Limited,NSE,INE771A01026
MITCON,MITCON Consultancy & Engineering Services Limited,NSE,INE828O01033
MITTAL,Mittal Life Style Limited,NSE,INE997Y01027
MKEXIM,M.K. Exim (India) Limited,NSE,INE227F01010
MKPL,M K Proteins Limited,NSE,INE964W01021
MLKFOOD,Milkfood Limited,NSE,INE588G01021
MMFL,MM Forgings Limited,NSE,INE227C01017
MMP,MMP Industries Limited,NSE,INE511Y01018
MMTC,MMTC Limited,NSE,INE123F01029
MMWL,Media Matrix Worldwide Limited,NSE,INE200D01020
MOBIKWIK,One Mobikwik Systems Limited,NSE,INE0HLU01028
MODINATUR,Modi Naturals Limited,NSE,INE537F01012
MODIRUBBER,Modi Rubber Limited,NSE,INE832A01018
MODIS,Modis Navnirman Limited,NSE,INE0L0L01012
MODISONLTD,MODISON LIMITED,NSE,INE737D01021
MODTHREAD,Modern Threads (India) Limited,NSE,INE794W01014
MOHITE,Mohite Industries Limited,NSE,INE154B01023
MOHITIND,Mohit Industries Limited,NSE,INE954E01012
MOIL,MOIL Limited,NSE,INE490G01020
MOKSH,Moksh Ornaments Limited,NSE,INE514Y01020
MOL,Meghmani Organics Limited,NSE,INE0CT101020
MOLBIO,Molbio Diagnostics Limited,NSE,INE869T01028
MOLDTECH,Mold-Tek Technologies Limited,NSE,INE835B01035
MOLDTKPAC,Mold-Tek Packaging Limited,NSE,INE893J01029
MONARCH,Monarch Networth Capital Limited,NSE,INE903D01011
MONEYBOXX,Moneyboxx Finance Limited,NSE,INE296Q01012
MONTECARLO,Monte Carlo Fashions Limited,NSE,INE950M01013
MOREPENLAB,Morepen Laboratories Limited,NSE,INE083A01026
MOSCHIP,Moschip Technologies Limited,NSE,INE935B01025
MOTHERSON,Samvardhana Motherson International Limited,NSE,INE775A01035
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE,INE338I01027
MOTISONS,Motisons Jewellers Limited,NSE,INE0FRK01020
MOTOGENFIN,The Motor & General Finance Limited,NSE,INE861B01023
MPDL,MPDL Limited,NSE,INE493H01014
MPHASIS,MphasiS Limited,NSE,INE356A01018
MPSLTD,MPS Limited,NSE,INE943D01017
MRF,MRF Limited,NSE,INE883A01011
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE,INE103A01014
MSL,Mangalam Seeds Limited,NSE,INE829S01016
MSPL,MSP Steel & Power Limited,NSE,INE752G01015
MSTCLTD,Mstc Limited,NSE,INE255X01014
MSUMI,Motherson Sumi Wiring India Limited,NSE,INE0FS801015
MTARTECH,Mtar Technologies Limited,NSE,INE864I01014
MTEDUCARE,MT Educare Limited,NSE,INE472M01018
MTNL,Mahanagar Telephone Nigam Limited,NSE,INE153A01019
MUFIN,Mufin Green Finance Limited,NSE,INE08KJ01020
MUFTI,Credo Brands Marketing Limited,NSE,INE220Q01020
MUKANDLTD,Mukand Limited,NSE,INE304A01026
MUKESHB,Mukesh Babu Financial Services Limited,NSE,INE596B01017
MUKKA,Mukka Proteins Limited,NSE,INE0CG401037
MUKTAARTS,Mukta Arts Limited,NSE,INE374B01019
MUNJALAU,Munjal Auto Industries Limited,NSE,INE672B01032
MUNJALSHOW,Munjal Showa Limited,NSE,INE577A01027
MURUDCERA,Murudeshwar Ceramics Limited,NSE,INE692B01014
MUTHOOTCAP,Muthoot Capital Services Limited,NSE,INE296G01013
MUTHOOTFIN,Muthoot Finance Limited,NSE,INE414G01012
MUTHOOTMF,Muthoot Microfin Limited,NSE,INE046W01019
MVELECTRO,MV Electrosystems Limited,NSE,INE0OWZ01020
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE,INE0KNT01012
MWL,Mangalam Worldwide Limited,NSE,INE0JYY01029
MYSORPETRO,Mysore Petro Chemicals Limited,NSE,INE741A01011
NACLIND,NACL Industries Limited,NSE,INE295D01020
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE,INE245I01016
NAGREEKEXP,Nagreeka Exports Limited,NSE,INE123B01028
NAHARCAP,Nahar Capital and Financial Services Limited,NSE,INE049I01012
NAHARINDUS,Nahar Industrial Enterprises Limited,NSE,INE289A01011
NAHARPOLY,Nahar Poly Films Limited,NSE,INE308A01027
NAHARSPING,Nahar Spinning Mills Limited,NSE,INE290A01027
NAM-INDIA,Nippon Life India Asset Management Limited,NSE,INE298J01013
NARMADA,Narmada Agrobase Limited,NSE,INE117Z01029
NATCAPSUQ,Natural Capsules Limited,NSE,INE936B01015
NATCOPHARM,Natco Pharma Limited,NSE,INE987B01026
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE,INE448G01010
NATIONALUM,National Aluminium Company Limited,NSE,INE139A01034
NATIONSTD,National Standard (India) Limited,NSE,INE166R01015
NAUKRI,Info Edge (India) Limited,NSE,INE663F01032
NAVA,NAVA LIMITED,NSE,INE725A01030
NAVINFLUOR,Navin Fluorine International Limited,NSE,INE048G01026
NAVKARCORP,Navkar Corporation Limited,NSE,INE278M01019
NAVKARURB,Navkar Urbanstructure Limited,NSE,INE268H01044
NAVNETEDUL,Navneet Education Limited,NSE,INE060A01024
NAZARA,Nazara Technologies Limited,NSE,INE418L01047
NBCC,NBCC (India) Limited,NSE,INE095N01031
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE,INE365I01020
NCC,NCC Limited,NSE,INE868B01028
NCLIND,NCL Industries Limited,NSE,INE732C01016
NDGL,Naga Dhunseri Group Limited,NSE,INE756C01015
NDL,Nandan Denim Limited,NSE,INE875G01048
NDLVENTURE,NDL Ventures Limited,NSE,INE353A01023
NDRAUTO,Ndr Auto Components Limited,NSE,INE07OG01012
NDTV,New Delhi Television Limited,NSE,INE155G01029
NEAGI,Neelamalai Agro Industries Limited,NSE,INE605D01012
NECCLTD,North Eastern Carrying Corporation Limited,NSE,INE553C01016
NECLIFE,Nectar Lifesciences Limited,NSE,INE023H01027
NELCAST,Nelcast Limited,NSE,INE189I01024
NELCO,NELCO Limited,NSE,INE045B01015
NEOGEN,Neogen Chemicals Limited,NSE,INE136S01016
NEPHROPLUS,Nephrocare Health Services Limited,NSE,INE428V01029
NESCO,Nesco Limited,NSE,INE317F01035
NESTLEIND,Nestle India Limited,NSE,INE239A01024
NETWEB,Netweb Technologies India Limited,NSE,INE0NT901020
NETWORK18,Network18 Media & Investments Limited,NSE,INE870H01013
NEUEON,Neueon Corporation Limited,NSE,INE333I01044
NEULANDLAB,Neuland Laboratories Limited,NSE,INE794A01010
NEWGEN,Newgen Software Technologies Limited,NSE,INE619B01017
NEXTMEDIA,Next Mediaworks Limited,NSE,INE747B01016
NFL,National Fertilizers Limited,NSE,INE870D01012
NGIL,Nakoda Group of Industries Limited,NSE,INE236Y01012
NGLFINE,NGL Fine-Chem Limited,NSE,INE887E01022
NH,Narayana Hrudayalaya Ltd.,NSE,INE410P01011
NHPC,NHPC Limited,NSE,INE848E01016
NIACL,The New India Assurance Company Limited,NSE,INE470Y01017
NIBE,NIBE Limited,NSE,INE149O01018
NIBL,NRB Industrial Bearings Limited,NSE,INE047O01014
NICCOPAR,Nicco Parks & Resorts Limited,NSE,INE653C01022
NIITLTD,NIIT Limited,NSE,INE161A01038
NIITMTS,NIIT Learning Systems Limited,NSE,INE342G01023
NILAINFRA,Nila Infrastructures Limited,NSE,INE937C01029
NILASPACES,Nila Spaces Limited,NSE,INE00S901012
NILE,Nile Limited,NSE,INE445D01013
NILKAMAL,Nilkamal Limited,NSE,INE310A01015
NIMBSPROJ,Nimbus Projects Limited,NSE,INE875B01015
NINSYS,NINtec Systems Limited,NSE,INE395U01014
NIPPOBATRY,Indo-National Limited,NSE,INE567A01028
NIRAJ,Niraj Cement Structurals Limited,NSE,INE368I01016
NIRAJISPAT,Niraj Ispat Industries Limited,NSE,INE326T01011
NIRLON,Nirlon Limited,NSE,INE910A01012
NITCO,Nitco Limited,NSE,INE858F01012
NITINSPIN,Nitin Spinners Limited,NSE,INE229H01012
NITIRAJ,Nitiraj Engineers Limited,NSE,INE439T01012
NITTAGELA,Nitta Gelatin India Limited,NSE,INE265B01019
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE,INE995S01015
NKIND,NK Industries Limited,NSE,INE542C01019
NLCINDIA,NLC India Limited,NSE,INE589A01014
NMDC,NMDC Limited,NSE,INE584A01023
NOCIL,NOCIL Limited,NSE,INE163A01018
NOIDATOLL,Noida Toll Bridge Company Limited,NSE,INE781B01015
NORBTEAEXP,Norben Tea & Exports Limited,NSE,INE369C01017
NORTHARC,Northern Arc Capital Limited,NSE,INE850M01015
NOVAAGRI,Nova Agritech Limited,NSE,INE02H701025
NOVARTIND,Novartis India Limited,NSE,INE234A01025
NPST,Network People Services Technologies Limited,NSE,INE0FFK01017
NRAIL,N R Agarwal Industries Limited,NSE,INE740D01017
NRBBEARING,NRB Bearing Limited,NSE,INE349A01021
NRL,Nupur Recyclers Limited,NSE,INE0JM501013
NSIL,Nalwa Sons Investments Limited,NSE,INE023A01030
NSLNISP,NMDC Steel Limited,NSE,INE0NNS01018
NTCIND,NTC Industries Limited,NSE,INE920C01017
NTPC,NTPC Limited,NSE,INE733E01010
NTPCGREEN,NTPC Green Energy Limited,NSE,INE0ONG01011
NUCLEUS,Nucleus Software Exports Limited,NSE,INE096B01018
NURECA,Nureca Limited,NSE,INE0DSF01015
NUVAMA,Nuvama Wealth Management Limited,NSE,INE531F01023
NUVOCO,Nuvoco Vistas Corporation Limited,NSE,INE118D01016
NYKAA,FSN E-Commerce Ventures Limited,NSE,INE388Y01029
OAL,Oriental Aromatics Limited,NSE,INE959C01023
OBCL,OBCL Limited,NSE,INE426Z01016
OBEROIRLTY,Oberoi Realty Limited,NSE,INE093I01010
OCCLLTD,OCCL Limited,NSE,INE0PK601023
ODIGMA,Odigma Consultancy Solutions Limited,NSE,INE054301028
ODYCORP,Odyssey Corporation Limited,NSE,INE839E01023
OFSS,Oracle Financial Services Software Limited,NSE,INE881D01027
OIL,Oil India Limited,NSE,INE274J01014
OILCOUNTUB,Oil Country Tubular Limited,NSE,INE591A01010
OLAELEC,Ola Electric Mobility Limited,NSE,INE0LXG01040
OLECTRA,Olectra Greentech Limited,NSE,INE260D01016
OMAXAUTO,Omax Autos Limited,NSE,INE090B01011
OMAXE,Omaxe Limited,NSE,INE800H01010
OMFREIGHT,Om Freight Forwarders Limited,NSE,INE1BZC01019
OMINFRAL,OM INFRA LIMITED,NSE,INE239D01028
OMNI,Omnitech Engineering Limited,NSE,INE0UH301010
OMPOWER,Om Power Transmission Limited,NSE,INE25E901019
ONEGLOBAL,One Global Service Provider Limited,NSE,INE670O01013
ONELIFECAP,Onelife Capital Advisors Limited,NSE,INE912L01015
ONEPOINT,One Point One Solutions Limited,NSE,INE840Y01029
ONESOURCE,Onesource Specialty Pharma Limited,NSE,INE013P01021
ONGC,Oil & Natural Gas Corporation Limited,NSE,INE213A01029
ONIDA,Onida Electronics Limited,NSE,INE831A01028
ONIXSOLAR,Onix Solar Energy Limited,NSE,INE173M01012
ONMOBILE,OnMobile Global Limited,NSE,INE809I01019
ONWARDTEC,Onward Technologies Limited,NSE,INE229A01017
OPTIEMUS,Optiemus Infracom Limited,NSE,INE350C01017
OPTIFIN,Optimus Finance Limited,NSE,INE031G01022
ORBTEXP,Orbit Exports Limited,NSE,INE231G01010
ORCHASP,Orchasp Limited,NSE,INE215B01022
ORCHPHARMA,Orchid Pharma Limited,NSE,INE191A01027
ORICONENT,Oricon Enterprises Limited,NSE,INE730A01022
ORIENTALTL,Oriental Trimex Limited,NSE,INE998H01012
ORIENTBELL,Orient Bell Limited,NSE,INE607D01018
ORIENTCEM,Orient Cement Limited,NSE,INE876N01018
ORIENTCER,ORIENT CERATECH LIMITED,NSE,INE569C01020
ORIENTELEC,Orient Electric Limited,NSE,INE142Z01019
ORIENTHOT,Oriental Hotels Limited,NSE,INE750A01020
ORIENTLTD,Orient Press Limited,NSE,INE609C01024
ORIENTPPR,Orient Paper & Industries Limited,NSE,INE592A01026
ORIENTTECH,Orient Technologies Limited,NSE,INE0PPK01015
ORIRAIL,Oriental Rail Infrastructure Limited,NSE,INE457G01029
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE,INE725E01024
ORKLAINDIA,Orkla India Limited,NSE,INE16NZ01023
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE,INE749B01020
OSIAHYPER,Osia Hyper Retail Limited,NSE,INE06IR01021
OSWALAGRO,Oswal Agro Mills Limited,NSE,INE142A01012
OSWALGREEN,Oswal Greentech Limited,NSE,INE143A01010
OSWALPUMPS,Oswal Pumps Limited,NSE,INE0BYP01024
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE,INE00IK01029
PACEDIGITK,Pace Digitek Limited,NSE,INE0S3G01027
PACIFICI,Pacific Industries Limited,NSE,INE883C01025
PAGEIND,Page Industries Limited,NSE,INE761H01022
PAISALO,Paisalo Digital Limited,NSE,INE420C01059
PAKKA,PAKKA LIMITED,NSE,INE551D01018
PALASHSECU,Palash Securities Limited,NSE,INE471W01019
PALREDTEC,Palred Technologies Limited,NSE,INE218G01033
PANACEABIO,Panacea Biotec Limited,NSE,INE922B01023
PANACHE,Panache Digilife Limited,NSE,INE895W01019
PANAMAPET,Panama Petrochem Limited,NSE,INE305C01029
PANCHMAHQ,Panchmahal Steel Limited,NSE,INE798F01010
PANORAMA,Panorama Studios International Limited,NSE,INE258R01028
PANSARI,Pansari Developers Limited,NSE,INE697V01011
PAR,Par Drugs And Chemicals Limited,NSE,INE04LG01015
PARACABLES,Paramount Communications Limited,NSE,INE074B01023
PARADEEP,Paradeep Phosphates Limited,NSE,INE088F01024
PARAGMILK,Parag Milk Foods Limited,NSE,INE883N01014
PARAS,Paras Defence and Space Technologies Limited,NSE,INE045601023
PARASPETRO,Paras Petrofils Limited,NSE,INE162C01024
PARKHOSPS,Park Medi World Limited,NSE,INE119201023
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE,INE988S01028
PARNAXLAB,Parnax Lab Limited,NSE,INE383L01019
PARSVNATH,Parsvnath Developers Limited,NSE,INE561H01026
PASHUPATI,Pashupati Cotspin Limited,NSE,INE124Y01028
PASUPTAC,Pasupati Acrylon Limited,NSE,INE818B01023
PATANJALI,Patanjali Foods Limited,NSE,INE619A01035
PATELENG,Patel Engineering Limited,NSE,INE244B01030
PATELRMART,Patel Retail Limited,NSE,INE0R8B01010
PATINTLOG,Patel Integrated Logistics Limited,NSE,INE529D01014
PAUSHAKLTD,Paushak Limited,NSE,INE111F01024
PAVNAIND,Pavna Industries Limited,NSE,INE07S101038
PAYTM,One 97 Communications Limited,NSE,INE982J01020
PBMPOLY,PBM Polytex Limited,NSE,INE501F01018
PCBL,PCBL Chemical Limited,NSE,INE602A01031
PCJEWELLER,PC Jeweller Limited,NSE,INE785M01021
PDMJEPAPER,Pudumjee Paper Products Limited,NSE,INE865T01018
PDSL,PDS Limited,NSE,INE111Q01021
PEARLPOLY,Pearl Polymers Limited,NSE,INE844A01013
PENIND,Pennar Industries Limited,NSE,INE932A01024
PENINLAND,Peninsula Land Limited,NSE,INE138A01028
PERMAGN,Permanent Magnets Limited,NSE,INE418E01018
PERSISTENT,Persistent Systems Limited,NSE,INE262H01021
PETRONET,Petronet LNG Limited,NSE,INE347G01014
PFC,Power Finance Corporation Limited,NSE,INE134E01011
PFIZER,Pfizer Limited,NSE,INE182A01018
PFOCUS,Prime Focus Limited,NSE,INE367G01038
PFS,PTC India Financial Services Limited,NSE,INE560K01014
PGEL,PG Electroplast Limited,NSE,INE457L01029
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE,INE179A01014
PGHL,Procter & Gamble Health Limited,NSE,INE199A01012
PGIL,Pearl Global Industries Limited,NSE,INE940H01022
PHOENIXLTD,The Phoenix Mills Limited,NSE,INE211B01039
PHOENXINTL,Phoenix International Limited,NSE,INE245B01011
PICCADIL,Piccadily Agro Industries Limited,NSE,INE546C01010
PIDILITIND,Pidilite Industries Limited,NSE,INE318A01026
PIGL,Power & Instrumentation (Gujarat) Limited,NSE,INE557Z01018
PIIND,PI Industries Limited,NSE,INE603J01030
PILANIINVS,Pilani Investment and Industries Corporation Limited,NSE,INE417C01014
PILITA,PIL ITALICA LIFESTYLE LIMITED,NSE,INE600A01035
PINELABS,Pine Labs Limited,NSE,INE15B701018
PIONEEREMB,Pioneer Embroideries Limited,NSE,INE156C01018
PIONRINV,Pioneer Investcorp Limited,NSE,INE746D01014
PIRAMALFIN,Piramal Finance Limited,NSE,INE202B01038
PITTIENG,Pitti Engineering Limited,NSE,INE450D01021
PIXTRANS,Pix Transmissions Limited,NSE,INE751B01018
PKTEA,The Peria Karamalai Tea & Produce Company Limited,NSE,INE431F01018
PLASTIBLEN,Plastiblends India Limited,NSE,INE083C01022
PLATIND,Platinum Industries Limited,NSE,INE0PT501018
PLAZACABLE,Plaza Wires Limited,NSE,INE0INJ01017
PML,Paul Merchants Limited,NSE,INE291E01019
PNB,Punjab National Bank,NSE,INE160A01022
PNBGILTS,PNB Gilts Limited,NSE,INE859A01011
PNBHOUSING,PNB Housing Finance Limited,NSE,INE572E01012
PNC,Pritish Nandy Communications Limited,NSE,INE392B01011
PNCINFRA,PNC Infratech Limited,NSE,INE195J01029
PNGJL,P N Gadgil Jewellers Limited,NSE,INE953R01016
PNGSREVA,PNGS Reva Diamond Jewellery Limited,NSE,INE1RDG01013
POCL,Pondy Oxides & Chemicals Limited,NSE,INE063E01061
PODDARMENT,Poddar Pigments Limited,NSE,INE371C01013
POEL,POCL Enterprises Limited,NSE,INE035S01028
POKARNA,Pokarna Limited,NSE,INE637C01025
POLICYBZR,PB Fintech Limited,NSE,INE417T01026
POLYCAB,Polycab India Limited,NSE,INE455K01017
POLYMED,Poly Medicure Limited,NSE,INE205C01021
POLYPLEX,Polyplex Corporation Limited,NSE,INE633B01018
POLYSPIN,Polyspin Exports Limited,NSE,INE914G01029
PONNIERODE,Ponni Sugars (Erode) Limited,NSE,INE838E01017
POONAWALLA,Poonawalla Fincorp Limited,NSE,INE511C01022
POWERGRID,Power Grid Corporation of India Limited,NSE,INE752E01010
POWERICA,Powerica Limited,NSE,INE921L01032
POWERINDIA,Hitachi Energy India Limited,NSE,INE07Y701011
POWERMECH,Power Mech Projects Limited,NSE,INE211R01019
PPAP,PPAP Automotive Limited,NSE,INE095I01015
PPL,Prakash Pipes Limited,NSE,INE050001010
PPLPHARMA,Piramal Pharma Limited,NSE,INE0DK501011
PRABHA,Prabha Energy Limited,NSE,INE0I0M01023
PRADPME,Pradeep Metals Limited,NSE,INE770A01010
PRAENG,Prajay Engineers Syndicate Limited,NSE,INE505C01016
PRAJIND,Praj Industries Limited,NSE,INE074A01025
PRAKASH,Prakash Industries Limited,NSE,INE603A01013
PRAKASHSTL,Prakash Steelage Limited,NSE,INE696K01024
PRAVEG,Praveg Limited,NSE,INE722B01019
PRAXIS,Praxis Home Retail Limited,NSE,INE546Y01022
PRECAM,Precision Camshafts Limited,NSE,INE484I01029
PRECOT,Precot Limited,NSE,INE283A01014
PRECWIRE,Precision Wires India Limited,NSE,INE372C01037
PREMCO,Premco Global Limited,NSE,INE001E01012
PREMEXPLN,Premier Explosives Limited,NSE,INE863B01029
PREMIER,Premier Limited,NSE,INE342A01018
PREMIERENE,Premier Energies Limited,NSE,INE0BS701011
PREMIERPOL,Premier Polyfilm Limited,NSE,INE309M01020
PRESTIGE,Prestige Estates Projects Limited,NSE,INE811K01011
PRICOLLTD,Pricol Limited,NSE,INE726V01018
PRIMESECU,Prime Securities Limited,NSE,INE032B01021
PRIMO,Primo Chemicals Limited,NSE,INE607A01022
PRINCEPIPE,Prince Pipes And Fittings Limited,NSE,INE689W01016
PRISMX,Prismx Global Ventures Limited,NSE,INE286N01028
PRITI,Priti International Limited,NSE,INE974Z01015
PRITIKAUTO,Pritika Auto Industries Limited,NSE,INE583R01029
PRIVISCL,Privi Speciality Chemicals Limited,NSE,INE959A01019
PROSTARM,Prostarm Info Systems Limited,NSE,INE0BX301013
